Category,language_code,ISO_639,Num_Words,Num_Sources,Num_Sections,Num_Images,Page_Views,Edits_30_Days,Num_Links_to_Wikipedia,URL,Original_Topic,date,language
Biodiversity Conservation,azb,azb,96,0,2,2,NA,NA,7,https://azb.wikipedia.org/wiki/%D9%86%D8%B3%DB%8C%D9%84_%DA%A9%D8%B3%DB%8C%D9%84%D9%85%D9%87%E2%80%8C%D8%B3%DB%8C,Extinction,16/5/2023,South Azerbaijani 
Biodiversity Conservation,azb,azb,69,0,1,3,NA,NA,688,https://azb.wikipedia.org/wiki/%DB%8C%D8%A7%D8%BA%DB%8C%D8%B4_%D9%85%D8%A6%D8%B4%D9%87%E2%80%8C%D8%B3%DB%8C,Rainforest,27/6/2019,South Azerbaijani 
Public Health,azb,azb,174,0,1,3,NA,NA,684,https://azb.wikipedia.org/wiki/%D8%AF%D9%88%D9%86%DB%8C%D8%A7_%D8%B3%D8%A7%D8%BA%D9%84%DB%8C%D9%82_%D8%AA%D8%B4%DA%A9%DB%8C%D9%84%D8%A7%D8%AA%DB%8C,World_Health_Organization,29/12/2017,South Azerbaijani 
Climate Change,ba,bak,704,3,9,2,31,0,37,https://ba.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C_%D0%B9%D1%8B%D0%BB%D1%8B%D0%BD%D1%8B%D1%83,Climate_change,27/2/2014,Bashkir
Biodiversity Conservation,ba,bak,1505,5,7,9,25,0,24,https://ba.wikipedia.org/wiki/%D0%AE%D2%A1%D2%A1%D0%B0_%D1%81%D1%8B%D2%93%D1%8B%D0%BF_%D0%B1%D0%B0%D1%80%D1%8B%D1%83%D1%81%D1%8B_%D1%82%D3%A9%D1%80%D2%99%D3%99%D1%80,Endangered_species,26/3/2016,Bashkir
Biodiversity Conservation,ba,bak,62,0,3,2,28,0,17,https://ba.wikipedia.org/wiki/%D0%AE%D2%A1%D2%A1%D0%B0_%D1%81%D1%8B%D2%93%D1%8B%D1%83,Extinction,10/4/2016,Bashkir
Biodiversity Conservation,ba,bak,204,0,4,5,18,0,11,https://ba.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BB%D1%8B%D2%A1-%D0%B0%D1%80%D0%B0_%D1%82%D3%99%D0%B1%D0%B8%D2%93%D3%99%D1%82%D1%82%D0%B5_%D2%BB%D0%B0%D2%A1%D0%BB%D0%B0%D1%83_%D1%81%D0%BE%D1%8E%D0%B7%D1%8B,International_Union_for_Conservation_of_Nature,18/10/2015,Bashkir
Biodiversity Conservation,ba,bak,114,1,3,1,11,0,10,https://ba.wikipedia.org/wiki/%D0%AF%D0%BC%D2%93%D1%8B%D1%80_%D1%83%D1%80%D0%BC%D0%B0%D0%BD%D1%8B,Rainforest,28/11/2012,Bashkir
Public Health,ba,bak,1698,23,21,5,33,0,70,https://ba.wikipedia.org/wiki/%D0%91%D3%A9%D1%82%D3%99_%D0%B4%D0%BE%D0%BD%D1%8A%D1%8F_%D2%BB%D0%B0%D1%83%D0%BB%D1%8B%D2%A1_%D2%BB%D0%B0%D2%A1%D0%BB%D0%B0%D1%83_%D0%BE%D0%B9%D0%BE%D1%88%D0%BC%D0%B0%D2%BB%D1%8B,World_Health_Organization,23/7/2014,Bashkir
Biodiversity Conservation,ban,ban,41,1,1,0,24,0,3,https://ban.wikipedia.org/wiki/Uni_Internasional_antuk_Konservasi_Alam,International_Union_for_Conservation_of_Nature,1/4/2022,Balinese
Public Health,ban,ban,66,2,1,0,49,0,6,https://ban.wikipedia.org/wiki/Organisasi_Kak%C3%A9nakan_Gumi,World_Health_Organization,16/11/2020,Balinese
Climate Change,bar,ban,77,0,1,1,46,0,4,https://bar.wikipedia.org/wiki/Eadaweamung,Climate_change,19/5/2015,Bavarian
Climate Change,bat-smg,sgs,29,1,0,1,23,0,3,https://bat-smg.wikipedia.org/wiki/Gluobal%C4%97nis_at%C5%A1%C4%97l%C4%97ms,Climate_change,11/7/2008,Samogitian
Biodiversity Conservation,bat-smg,sgs,39,0,0,0,9,0,4,https://bat-smg.wikipedia.org/wiki/N%C4%ABkstont%C4%97s_r%C5%AB%C5%A1%C4%ABs,Endangered_species,2/2/2023,Samogitian
Biodiversity Conservation,bat-smg,sgs,30,0,0,2,13,0,6,https://bat-smg.wikipedia.org/wiki/Driegnuos%C4%97s_med%C4%97s,Rainforest,20/8/2008,Samogitian
Public Health,bat-smg,sgs,60,0,0,1,24,0,5,https://bat-smg.wikipedia.org/wiki/Svieta_sveikatas_organ%C4%97zac%C4%97j%C4%97,World_Health_Organization,14/8/2008,Samogitian
Public Health,bbc,bbc,112,2,3,1,114,0,12,https://bbc.wikipedia.org/wiki/Punguan_Hahisaron_Portibi,World_Health_Organization,12/2/2022,Batak Toba
Climate Change,bcl,bcl,339,19,4,5,16,0,2,https://bcl.wikipedia.org/wiki/Biglaan_na_pagbago_kan_klima,Abrupt_climate_change,27/1/2021,Central Bicolano
Biodiversity Conservation,bcl,bcl,389,5,1,2,25,0,2,https://bcl.wikipedia.org/wiki/Pagkapara_kan_byodibersidad,Biodiversity_loss,17/6/2022,Central Bicolano
Climate Change,bcl,bcl,309,4,1,3,7,0,2,https://bcl.wikipedia.org/wiki/Paghiro_sa_klima,Climate_action,5/7/2022,Central Bicolano
Climate Change,bcl,bcl,741,18,1,3,55,0,3,https://bcl.wikipedia.org/wiki/Pagbago_kan_klima,Climate_change,31/3/2023,Central Bicolano
Climate Change,bcl,bcl,528,15,1,2,6,0,3,https://bcl.wikipedia.org/wiki/Litigasyon_sa_pagbago_nin_klima,Climate_change_litigation,5/7/2022,Central Bicolano
Climate Change,bcl,bcl,249,12,1,1,26,0,2,https://bcl.wikipedia.org/wiki/Krisis_sa_klima,Climate_crisis,5/7/2022,Central Bicolano
Biodiversity Conservation,bcl,bcl,386,1,1,1,24,0,3,https://bcl.wikipedia.org/wiki/Kumbensyon_sa_Byolohikal_na_Dibersidad,Convention_on_Biological_Diversity,31/5/2022,Central Bicolano
Public Health,bcl,bcl,558,25,15,9,111,0,8,https://bcl.wikipedia.org/wiki/COVID-19,COVID-19,6/2/2021,Central Bicolano
Biodiversity Conservation,bcl,bcl,2702,38,12,7,35,0,3,https://bcl.wikipedia.org/wiki/Mga_epekto_kan_pagbabago_kan_klima_sa_biodibersidad_kan_mga_pananom,Effects_of_climate_change_on_plant_biodiversity,25/3/2021,Central Bicolano
Biodiversity Conservation,bcl,bcl,761,8,10,1,9,0,2,https://bcl.wikipedia.org/wiki/Nagoya_Protocol,Nagoya_Protocol,28/4/2022,Central Bicolano
Biodiversity Conservation,bcl,bcl,92,1,2,2,23,0,7,https://bcl.wikipedia.org/wiki/Likas_na_pamana,Natural_heritage,4/3/2023,Central Bicolano
Biodiversity Conservation,bcl,bcl,314,3,1,2,20,0,2,https://bcl.wikipedia.org/wiki/Pangana_na_eksploytasyon,Overexploitation,25/6/2022,Central Bicolano
Public Health,bcl,bcl,363,8,1,1,35,0,3,https://bcl.wikipedia.org/wiki/Mapanlikay_na_prinsipyo,Precautionary_principle,31/5/2022,Central Bicolano
Public Health,bcl,bcl,31,0,1,1,44,0,5,https://bcl.wikipedia.org/wiki/Pankinaban_na_Organisasyon_nin_Salud,World_Health_Organization,15/6/2009,Central Bicolano
Biodiversity Conservation,be,bel,48,0,1,1,10,0,11,https://be.wikipedia.org/wiki/%D0%90%D0%B3%D1%80%D0%B0%D1%8D%D0%BA%D0%B0%D0%BB%D0%BE%D0%B3%D1%96%D1%8F,Agroecology,24/5/2024,Belarusian
Biodiversity Conservation,be,bel,52,0,1,7,20,0,58,https://be.wikipedia.org/wiki/%D0%91%D1%96%D1%8F%D0%BB%D0%B0%D0%B3%D1%96%D1%87%D0%BD%D0%B0%D1%8F_%D1%80%D0%B0%D0%B7%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D0%B9%D0%BD%D0%B0%D1%81%D1%86%D1%8C,Biodiversity,28/8/2019,Belarusian
Biodiversity Conservation,be,bel,121,0,1,2,8,0,8,https://be.wikipedia.org/wiki/%D0%91%D1%83%D1%84%D0%B5%D1%80%D0%BD%D0%B0%D1%8F_%D0%B7%D0%BE%D0%BD%D0%B0,Buffer_zone,27/7/2022,Belarusian
Public Health,be,bel,77,6,1,0,20,0,9,https://be.wikipedia.org/wiki/%D0%94%D0%B7%D1%96%D1%86%D1%8F%D1%87%D0%B0%D1%8F_%D1%81%D0%BC%D1%8F%D1%80%D0%BE%D1%82%D0%BD%D0%B0%D1%81%D1%86%D1%8C,Child_mortality,20/11/2012,Belarusian
Climate Change,be,bel,2151,17,17,11,46,1,140,https://be.wikipedia.org/wiki/%D0%93%D0%BB%D0%B0%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D0%B5_%D0%BF%D0%B0%D1%86%D1%8F%D0%BF%D0%BB%D0%B5%D0%BD%D0%BD%D0%B5,Climate_change,6/4/2009,Belarusian
Biodiversity Conservation,be,bel,463,0,4,0,16,0,77,https://be.wikipedia.org/wiki/%D0%90%D1%85%D0%BE%D1%9E%D0%BD%D1%8B_%D1%81%D1%82%D0%B0%D1%82%D1%83%D1%81,Conservation_status,21/5/2013,Belarusian
Public Health,be,bel,393,19,2,6,33,0,79,https://be.wikipedia.org/wiki/COVID-19,COVID-19,2/4/2020,Belarusian
Biodiversity Conservation,be,bel,117,1,2,1,16,0,8,https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%B4%D1%8B_%D0%BF%D0%B0%D0%B4_%D0%BF%D0%B0%D0%B3%D1%80%D0%BE%D0%B7%D0%B0%D0%B9_%D0%B2%D1%8B%D0%BC%D1%96%D1%80%D0%B0%D0%BD%D0%BD%D1%8F,Endangered_species,13/1/2011,Belarusian
Biodiversity Conservation,be,bel,70,0,1,6,17,0,46,https://be.wikipedia.org/wiki/%D0%AD%D0%BD%D0%B4%D1%8D%D0%BC%D1%96%D0%B7%D0%BC,Endemism,11/12/2011,Belarusian
Biodiversity Conservation,be,bel,57,1,4,5,22,0,35,https://be.wikipedia.org/wiki/%D0%92%D1%8B%D0%BC%D1%96%D1%80%D0%B0%D0%BD%D0%BD%D0%B5,Extinction,20/8/2011,Belarusian
Biodiversity Conservation,be,bel,65,1,21,0,4,0,109,https://be.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D1%9E%D0%B1%D0%B0%D0%BB-200,Global_200,10/1/2013,Belarusian
Climate Change,be,bel,73,0,1,3,9,0,23,https://be.wikipedia.org/wiki/%D0%93%D0%BB%D0%B0%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D0%B5_%D0%BF%D0%B0%D1%85%D0%B0%D0%BB%D0%B0%D0%B4%D0%B0%D0%BD%D0%BD%D0%B5,Global_cooling,17/5/2015,Belarusian
Climate Change,be,bel,78,0,1,3,11,0,68,https://be.wikipedia.org/wiki/%D0%93%D0%BB%D0%B0%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D0%B5_%D0%B7%D0%B0%D1%86%D1%8C%D0%BC%D0%B5%D0%BD%D0%BD%D0%B5,Global_dimming,17/5/2015,Belarusian
Public Health,be,bel,71,1,3,3,35,0,59,https://be.wikipedia.org/wiki/%D0%90%D1%85%D0%BE%D0%B2%D0%B0_%D0%B7%D0%B4%D0%B0%D1%80%D0%BE%D1%9E%D1%8F,Health_care,9/8/2012,Belarusian
Biodiversity Conservation,be,bel,127,2,3,4,25,0,56,https://be.wikipedia.org/wiki/%D0%9C%D1%96%D0%B6%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B_%D1%81%D0%B0%D1%8E%D0%B7_%D0%B0%D1%85%D0%BE%D0%B2%D1%8B_%D0%BF%D1%80%D1%8B%D1%80%D0%BE%D0%B4%D1%8B,International_Union_for_Conservation_of_Nature,11/12/2011,Belarusian
Biodiversity Conservation,be,bel,198,3,2,5,16,0,70,https://be.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%BF%D1%96%D1%87%D0%BD%D1%8B_%D0%BB%D0%B5%D1%81,Tropical_forest,12/10/2015,Belarusian
Public Health,be,bel,88,10,3,13,31,0,44,https://be.wikipedia.org/wiki/%D0%A1%D1%83%D1%81%D0%B2%D0%B5%D1%82%D0%BD%D0%B0%D1%8F_%D0%B0%D1%80%D0%B3%D0%B0%D0%BD%D1%96%D0%B7%D0%B0%D1%86%D1%8B%D1%8F_%D0%B0%D1%85%D0%BE%D0%B2%D1%8B_%D0%B7%D0%B4%D0%B0%D1%80%D0%BE%D1%9E%D1%8F,World_Health_Organization,15/8/2007,Belarusian
Climate Change,be-tarask,bel,2911,28,20,2,31,1,73,https://be-tarask.wikipedia.org/wiki/%D0%93%D0%BB%D1%8F%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D0%B5_%D0%BF%D0%B0%D1%86%D1%8F%D0%BF%D0%BB%D0%B5%D0%BD%D1%8C%D0%BD%D0%B5,Climate_change,4/1/2010,Belarusian-Tarashkevitsa
Biodiversity Conservation,be-tarask,bel,370,0,4,0,8,0,37,https://be-tarask.wikipedia.org/wiki/%D0%90%D1%85%D0%BE%D1%9E%D0%BD%D1%8B_%D1%81%D1%82%D0%B0%D1%82%D1%83%D1%81,Conservation_status,23/9/2023,Belarusian-Tarashkevitsa
Public Health,be-tarask,bel,1079,19,9,2,44,0,79,https://be-tarask.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B0%D0%BD%D0%B0%D0%B2%D1%96%D1%80%D1%83%D1%81%D0%BD%D0%B0%D1%8F_%D1%96%D0%BD%D1%84%D1%8D%D0%BA%D1%86%D1%8B%D1%8F_(2019),COVID-19,3/3/2020,Belarusian-Tarashkevitsa
Biodiversity Conservation,be-tarask,bel,243,1,2,2,14,0,11,https://be-tarask.wikipedia.org/wiki/%D0%92%D1%96%D0%B4%D1%8B_%D0%BF%D0%B0%D0%B4_%D0%BF%D0%B0%D0%B3%D1%80%D0%BE%D0%B7%D0%B0%D0%B9_%D0%B2%D1%8B%D0%BC%D1%96%D1%80%D0%B0%D0%BD%D1%8C%D0%BD%D1%8F,Endangered_species,11/11/2010,Belarusian-Tarashkevitsa
Public Health,be-tarask,bel,382,2,3,2,33,0,37,https://be-tarask.wikipedia.org/wiki/%D0%90%D1%85%D0%BE%D0%B2%D0%B0_%D0%B7%D0%B4%D0%B0%D1%80%D0%BE%D1%9E%D1%8F,Health_care,10/6/2022,Belarusian-Tarashkevitsa
Biodiversity Conservation,be-tarask,bel,52,0,1,1,12,0,4,https://be-tarask.wikipedia.org/wiki/%D0%9C%D1%96%D0%B6%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D1%8B_%D1%81%D0%B0%D1%8E%D0%B7_%D0%B0%D1%85%D0%BE%D0%B2%D1%8B_%D0%BF%D1%80%D1%8B%D1%80%D0%BE%D0%B4%D1%8B_%D1%96_%D0%BF%D1%80%D1%8B%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D1%85_%D0%B1%D0%B0%D0%B3%D0%B0%D1%86%D1%8C%D1%86%D1%8F%D1%9E,International_Union_for_Conservation_of_Nature,31/1/2008,Belarusian-Tarashkevitsa
Biodiversity Conservation,be-tarask,bel,30,0,0,0,12,0,3,https://be-tarask.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%BF%D1%96%D1%87%D0%BD%D1%8B_%D0%BB%D0%B5%D1%81,Tropical_forest,3/1/2012,Belarusian-Tarashkevitsa
Public Health,be-tarask,bel,208,0,1,1,28,0,31,https://be-tarask.wikipedia.org/wiki/%D0%A1%D1%83%D1%81%D1%8C%D0%B2%D0%B5%D1%82%D0%BD%D0%B0%D1%8F_%D0%B0%D1%80%D0%B3%D0%B0%D0%BD%D1%96%D0%B7%D0%B0%D1%86%D1%8B%D1%8F_%D0%B7%D0%B4%D0%B0%D1%80%D0%BE%D1%9E%D1%8F,World_Health_Organization,10/10/2006,Belarusian-Tarashkevitsa
Biodiversity Conservation,bg,bul,70,1,2,0,36,0,6,https://bg.wikipedia.org/wiki/%D0%90%D0%B3%D1%80%D0%BE%D0%B5%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F,Agroecology,23/8/2004,Bulgarian
Biodiversity Conservation,bg,bul,304,1,4,2,72,0,35,https://bg.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%B8%D0%B5,Biodiversity,14/9/2007,Bulgarian
Biodiversity Conservation,bg,bul,62,0,1,3,22,0,7,https://bg.wikipedia.org/wiki/%D0%91%D0%B8%D0%BE%D1%84%D0%B8%D0%BB%D0%B8%D1%8F,Biophilia_hypothesis,16/2/2010,Bulgarian
Biodiversity Conservation,bg,bul,125,1,1,1,74,0,19,https://bg.wikipedia.org/wiki/%D0%91%D1%83%D1%84%D0%B5%D1%80%D0%BD%D0%B0_%D0%B7%D0%BE%D0%BD%D0%B0,Buffer_zone,1/2/2006,Bulgarian
Climate Change,bg,bul,3503,107,18,16,1600,2,90,https://bg.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D0%BD%D0%BE_%D0%B7%D0%B0%D1%82%D0%BE%D0%BF%D0%BB%D1%8F%D0%BD%D0%B5,Climate_change,14/1/2007,Bulgarian
Climate Change,bg,bul,397,4,5,0,13,0,9,https://bg.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D1%81%D1%82%D0%B2%D0%BE,Climate_engineering,17/7/2010,Bulgarian
Public Health,bg,bul,74,0,1,4,121,0,7,https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BC%D0%BE%D1%80%D0%B1%D0%B8%D0%B4%D0%BD%D0%BE%D1%81%D1%82,Comorbidity,11/11/2007,Bulgarian
Climate Change,bg,bul,174,3,2,3,26,0,7,https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%B0_%D0%B1%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F,Conservation_biology,17/1/2015,Bulgarian
Biodiversity Conservation,bg,bul,88,0,1,3,35,0,44,https://bg.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BE%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%B5%D0%BD_%D1%81%D1%82%D0%B0%D1%82%D1%83%D1%81,Conservation_status,15/4/2005,Bulgarian
Public Health,bg,bul,1909,50,14,7,462,0,66,https://bg.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81%D0%BD%D0%B0_%D0%B1%D0%BE%D0%BB%D0%B5%D1%81%D1%82_2019,COVID-19,14/3/2020,Bulgarian
Biodiversity Conservation,bg,bul,927,9,7,7,96,0,54,https://bg.wikipedia.org/wiki/%D0%97%D0%B0%D1%81%D1%82%D1%80%D0%B0%D1%88%D0%B5%D0%BD_%D0%B2%D0%B8%D0%B4,Endangered_species,20/1/2010,Bulgarian
Biodiversity Conservation,bg,bul,354,5,2,4,36,0,34,https://bg.wikipedia.org/wiki/%D0%98%D0%B7%D0%BC%D0%B8%D1%80%D0%B0%D0%BD%D0%B5,Extinction,29/12/2007,Bulgarian
Biodiversity Conservation,bg,bul,312,2,2,6,13,0,16,https://bg.wikipedia.org/wiki/%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D0%BD%D0%B0_%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%B0_%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D0%B7%D0%B0_%D0%B1%D0%B8%D0%BE%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D0%BE%D0%B1%D1%80%D0%B0%D0%B7%D0%B8%D0%B5%D1%82%D0%BE,Global_Biodiversity_Information_Facility,27/8/2021,Bulgarian
Biodiversity Conservation,bg,bul,1363,15,8,9,17,0,49,https://bg.wikipedia.org/wiki/%D0%A3%D0%BD%D0%B8%D1%89%D0%BE%D0%B6%D0%B0%D0%B2%D0%B0%D0%BD%D0%B5_%D0%BD%D0%B0_%D0%BC%D0%B5%D1%81%D1%82%D0%BE%D0%BE%D0%B1%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F,Habitat_destruction,27/12/2016,Bulgarian
Biodiversity Conservation,bg,bul,129,0,0,7,39,0,14,https://bg.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B7%D0%B4%D1%80%D0%BE%D0%B1%D1%8F%D0%B2%D0%B0%D0%BD%D0%B5_%D0%BD%D0%B0_%D0%BC%D0%B5%D1%81%D1%82%D0%BE%D0%BE%D0%B1%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F%D1%82%D0%B0,Habitat_fragmentation,14/9/2008,Bulgarian
Public Health,bg,bul,793,5,14,9,110,0,47,https://bg.wikipedia.org/wiki/%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D0%B5%D0%BE%D0%BF%D0%B0%D0%B7%D0%B2%D0%B0%D0%BD%D0%B5,Health_care,16/5/2008,Bulgarian
Public Health,bg,bul,421,0,8,1,32,5,14,https://bg.wikipedia.org/wiki/%D0%9D%D0%B5%D1%80%D0%B0%D0%B2%D0%B5%D0%BD%D1%81%D1%82%D0%B2%D0%BE_%D0%B8_%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%B5%D0%BE%D0%BF%D0%B0%D0%B7%D0%B2%D0%B0%D0%BD%D0%B5,Health_equity,16/7/2009,Bulgarian
Public Health,bg,bul,615,4,4,2,69,0,20,https://bg.wikipedia.org/wiki/%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D0%BD%D0%BE_%D0%BE%D1%81%D0%B8%D0%B3%D1%83%D1%80%D1%8F%D0%B2%D0%B0%D0%BD%D0%B5,Health_insurance,21/8/2010,Bulgarian
Public Health,bg,bul,234,1,2,0,10,0,16,https://bg.wikipedia.org/wiki/%D0%9B%D0%93%D0%91%D0%A2_%D0%B8_%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%B5%D0%BE%D0%BF%D0%B0%D0%B7%D0%B2%D0%B0%D0%BD%D0%B5,Healthcare_and_the_LGBT_community,16/7/2009,Bulgarian
Public Health,bg,bul,162,4,2,2,8,0,11,https://bg.wikipedia.org/wiki/%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D0%BE%D1%81%D0%BB%D0%BE%D0%B2%D0%B5%D0%BD_%D0%B3%D1%80%D0%B0%D0%B4,Healthy_city,31/7/2011,Bulgarian
Public Health,bg,bul,61,1,1,3,57,2,12,https://bg.wikipedia.org/wiki/%D0%94%D0%B5%D1%82%D1%81%D0%BA%D0%B0_%D1%81%D0%BC%D1%8A%D1%80%D1%82%D0%BD%D0%BE%D1%81%D1%82,Infant_mortality,16/7/2012,Bulgarian
Biodiversity Conservation,bg,bul,653,0,6,4,87,0,14,https://bg.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B6%D0%B4%D1%83%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%B5%D0%BD_%D1%81%D1%8A%D1%8E%D0%B7_%D0%B7%D0%B0_%D0%B7%D0%B0%D1%89%D0%B8%D1%82%D0%B0_%D0%BD%D0%B0_%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%B0%D1%82%D0%B0,International_Union_for_Conservation_of_Nature,13/4/2005,Bulgarian
Biodiversity Conservation,bg,bul,1572,33,8,3,160,0,56,https://bg.wikipedia.org/wiki/%D0%98%D0%BD%D0%B2%D0%B0%D0%B7%D0%B8%D0%B2%D0%B5%D0%BD_%D0%B2%D0%B8%D0%B4,Invasive_species,4/7/2019,Bulgarian
Biodiversity Conservation,bg,bul,51,0,0,4,63,0,15,https://bg.wikipedia.org/wiki/%D0%9F%D0%BE%D1%87%D1%82%D0%B8_%D0%B7%D0%B0%D1%81%D1%82%D1%80%D0%B0%D1%88%D0%B5%D0%BD_%D0%B2%D0%B8%D0%B4,Near-threatened_species,3/1/2012,Bulgarian
Biodiversity Conservation,bg,bul,174,2,3,3,45,0,15,https://bg.wikipedia.org/wiki/%D0%9E%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BE_%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%B5%D0%BE%D0%BF%D0%B0%D0%B7%D0%B2%D0%B0%D0%BD%D0%B5,Public_health,26/7/2011,Bulgarian
Biodiversity Conservation,bg,bul,1827,12,10,9,77,0,130,https://bg.wikipedia.org/wiki/%D0%94%D1%8A%D0%B6%D0%B4%D0%BE%D0%B2%D0%BD%D0%B0_%D0%B3%D0%BE%D1%80%D0%B0,Rainforest,23/1/2010,Bulgarian
Biodiversity Conservation,bg,bul,182,1,2,3,134,0,21,https://bg.wikipedia.org/wiki/%D0%A3%D1%8F%D0%B7%D0%B2%D0%B8%D0%BC_%D0%B2%D0%B8%D0%B4,Vulnerable_species,11/3/2013,Bulgarian
Biodiversity Conservation,bg,bul,126,1,3,1,7,0,12,https://bg.wikipedia.org/wiki/%D0%95%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D0%BD_%D0%BA%D0%BE%D1%80%D0%B8%D0%B4%D0%BE%D1%80,Wildlife_corridor,14/9/2019,Bulgarian
Public Health,bg,bul,2056,49,15,7,861,0,97,https://bg.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%82%D0%BE%D0%B2%D0%BD%D0%B0_%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%BD%D0%B0_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F,World_Health_Organization,15/2/2006,Bulgarian
Biodiversity Conservation,bg,bul,254,4,5,1,6,0,22,https://bg.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%82%D0%BE%D0%B2%D0%BD%D0%B0_%D0%BC%D1%80%D0%B5%D0%B6%D0%B0_%D0%BD%D0%B0_%D0%B1%D0%B8%D0%BE%D1%81%D1%84%D0%B5%D1%80%D0%BD%D0%B8%D1%82%D0%B5_%D1%80%D0%B5%D0%B7%D0%B5%D1%80%D0%B2%D0%B0%D1%82%D0%B8,World_Network_of_Biosphere_Reserves,23/9/2016,Bulgarian
Biodiversity Conservation,bh,bih,77,4,2,1,89,0,9,https://bh.wikipedia.org/wiki/%E0%A4%AC%E0%A4%BE%E0%A4%AF%E0%A5%8B%E0%A4%A1%E0%A4%BE%E0%A4%AF%E0%A4%B5%E0%A4%B0%E0%A5%8D%E0%A4%B8%E0%A4%BF%E0%A4%9F%E0%A5%80,Biodiversity,31/10/2015,Bihari
Biodiversity Conservation,bh,bih,74,1,2,3,21,0,8,https://bh.wikipedia.org/wiki/%E0%A4%AC%E0%A4%BE%E0%A4%AF%E0%A5%8B%E0%A4%A1%E0%A4%BE%E0%A4%AF%E0%A4%B5%E0%A4%B0%E0%A5%8D%E0%A4%B8%E0%A4%BF%E0%A4%9F%E0%A5%80_%E0%A4%B9%E0%A5%89%E0%A4%9F%E0%A4%B8%E0%A5%8D%E0%A4%AA%E0%A5%89%E0%A4%9F,Biodiversity_hotspot,24/3/2022,Bihari
